Solicitante,Operador Responsável,URL,Ticket,Status,Data da solicitação,Abertura McAfee,Conclusão
 f2735719,C1323536, ligafinanceirabr.com.br,2723607,Concluido,21/11/2023,08/12/2023,08/12/2023
 f2735719,C1323536, cercadoseguropg.com.br,2722397,Concluido,21/11/2023,08/12/2023,08/12/2023
 f2735719,C1323536, www.cercadoseguro.com.br,2722968,Concluido,21/11/2023,08/12/2023,08/12/2023
 f2331622,C1323536, flashbback.identicket.com.br,2720066,Concluido,21/11/2023,08/12/2023,08/12/2023
 f2331622,C1323536, flashbback.identicket.com.br,2720066,Concluido,21/11/2023,08/12/2023,08/12/2023
 F4959774,C1323536, www.quorumexplorer.com,2722896,Concluido,21/11/2023,08/12/2023,08/12/2023
 f9276427,C1323536, login.promobank.online,2723608,Concluido,21/11/2023,08/12/2023,08/12/2023
 f6802296,C1323536, www.radiorbfm.com.br,2722895,Concluido,21/11/2023,08/12/2023,08/12/2023
 f3880526,C1323536, shopclube.com.br,2723022,Concluido,21/11/2023,08/12/2023,08/12/2023
 F6357582,C1323536, login.promobank.online,2723608,Concluido,21/11/2023,08/12/2023,08/12/2023
 f2722377,C1323536, 3v.sisvistorias.com.br,2722365,Concluido,21/11/2023,08/12/2023,08/12/2023
 f0743521,C1323536, login.promobank.online,2723608,Concluido,21/11/2023,08/12/2023,08/12/2023
 f1146338,C1323536, flashbback.identicket.com.br,2720066,Concluido,21/11/2023,08/12/2023,08/12/2023
 f5106058,C1323536, flashbback.identicket.com.br,2720066,Concluido,21/11/2023,08/12/2023,08/12/2023
 f5106058,C1323536, flashbback.identicket.com.br,2720066,Concluido,21/11/2023,08/12/2023,08/12/2023
 f7005838,C1323536, login.promobank.online,2723608,Concluido,21/11/2023,08/12/2023,08/12/2023
 f9516959,C1323536, reporting.alpha-sense.org,2723677,Concluido,21/11/2023,08/12/2023,08/12/2023
 f2597794,C1323536, flashbback.identicket.com.br,2720066,Concluido,21/11/2023,08/12/2023,08/12/2023
 f4682530,C1323536, www.novaplantagpi.com.br,2722908,Concluido,21/11/2023,08/12/2023,08/12/2023
 f4682530,C1323536, www.novaplantagpi.com.br,2722908,Concluido,21/11/2023,08/12/2023,08/12/2023
 f6066245,C1323536, www.jhttps.com,2722927,Concluido,21/11/2023,08/12/2023,08/12/2023
 f8527377,C1323536, www.fortcarretaselocacoes.com.br,2722944,Concluido,21/11/2023,08/12/2023,08/12/2023
 f1806291,C1323536, flashbback.identicket.com.br,2720066,Concluido,21/11/2023,08/12/2023,08/12/2023
 f8020911,C1323536, flashbback.identicket.com.br,2720066,Concluido,21/11/2023,08/12/2023,08/12/2023
 F3863185,C1323536, flashbback.identicket.com.br,2720066,Concluido,21/11/2023,08/12/2023,08/12/2023
 F3863185,C1323536, flashbback.identicket.com.br,2720066,Concluido,21/11/2023,08/12/2023,08/12/2023
 f1928055,C1323536, frentemineira.com.br,2723586,Concluido,21/11/2023,08/12/2023,08/12/2023
 f2843574,C1323536, www.siellasolar.com,2722889,Concluido,21/11/2023,08/12/2023,08/12/2023
 f2843574,C1323536, feiraosolarbv.com.br,2722865,Concluido,21/11/2023,08/12/2023,08/12/2023
 f8511743,C1323536, 170.82.236.12,2722346,Improcedente,21/11/2023,08/12/2023,08/12/2023
 f6834504,C1323536, flashbback.identicket.com.br,2720066,Concluido,21/11/2023,08/12/2023,08/12/2023
 f4352998,C1323536, flashbback.identicket.com.br,2720066,Concluido,21/11/2023,08/12/2023,08/12/2023
 f3159625,C1323536, flashbback.identicket.com.br,2720066,Concluido,21/11/2023,08/12/2023,08/12/2023
 F8412524,C1323536, login.promobank.online,2723608,Concluido,21/11/2023,08/12/2023,08/12/2023
 f3827283,C1323536, flashbback.identicket.com.br,2720066,Concluido,21/11/2023,08/12/2023,08/12/2023
 F2256954,C1323536, flashbback.identicket.com.br,2720066,Concluido,21/11/2023,08/12/2023,08/12/2023
 F2256954,C1323536, flashbback.identicket.com.br,2720066,Concluido,21/11/2023,08/12/2023,08/12/2023
 f3154619,C1323536, grupoesperancavida.com.br,2723591,Concluido,21/11/2023,08/12/2023,08/12/2023
 f8527764,C1323536, flashbback.identicket.com.br,2720066,Concluido,21/11/2023,08/12/2023,08/12/2023
 f6784873,C1323536, cfis-org.ca,2722402,Concluido,21/11/2023,08/12/2023,08/12/2023
 f2094478,C1323536, flashbback.identicket.com.br,2720066,Concluido,21/11/2023,08/12/2023,08/12/2023
 f2383354,C1323536, flashbback.identicket.com.br,2720066,Concluido,21/11/2023,08/12/2023,08/12/2023
 f2258902,C1323536, flashbback.identicket.com.br,2720066,Concluido,21/11/2023,08/12/2023,08/12/2023
 f6174017,C1323536, www.2registrolimeira.com.br,2722989,Concluido,21/11/2023,08/12/2023,08/12/2023
 F9329146,C1338930, 0.0.0.0,,Improcedente,21/11/2023,,12/01/2024
 f6323157,C1323536, flashbback.identicket.com.br,2720066,Concluido,21/11/2023,08/12/2023,08/12/2023
 f3288711,C1323536, flashbback.identicket.com.br,2720066,Concluido,21/11/2023,08/12/2023,08/12/2023
 f8501988,C1323536, flashbback.identicket.com.br,2720066,Concluido,21/11/2023,08/12/2023,08/12/2023
 T1091767,C1323536, flashbback.identicket.com.br,2720066,Concluido,21/11/2023,08/12/2023,08/12/2023
 f9290524,C1323536, flashbback.identicket.com.br,2720066,Concluido,21/11/2023,08/12/2023,08/12/2023
 f9290524,C1323536, flashbback.identicket.com.br,2720066,Concluido,21/11/2023,08/12/2023,08/12/2023
 f0733986,C1323536, flashbback.identicket.com.br,2720066,Concluido,21/11/2023,08/12/2023,08/12/2023
 f1686919,C1323536, portalzonafranca.com,2727941,Concluido,20/11/2023,08/12/2023,11/12/2023
 f5106058,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f4619432,C1323536, www.famigliapastrinibsb.com.br,2727940,Concluido,20/11/2023,08/12/2023,08/12/2023
 f6173164,C1323536, boleto-unimedcostadosol.validpay.com.br,2727939,Concluido,20/11/2023,08/12/2023,08/12/2023
 f4556850,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f8855799,C1323536, basicoisasfr008.erp.linvix.com,2727935,Concluido,20/11/2023,08/12/2023,08/12/2023
 F6322900,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f1713175,C1323536, www.lojacertisign.com.br,2720089,Concluido,20/11/2023,08/12/2023,08/12/2023
 f6786511,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f6771161,C1323536, kaizenfinanciamentos.com.br,2720075,Concluido,20/11/2023,08/12/2023,08/12/2023
 f9515639,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f3861697,C1323536, www.grupoecoforte.com.br,2720085,Concluido,20/11/2023,08/12/2023,08/12/2023
 f1930881,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f3861697,C1323536, grupoecoforte.com.br,2720074,Concluido,20/11/2023,08/12/2023,08/12/2023
 f0733852,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f8675179,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f6306723,C1323536, www.hotelimperiostm.com.br,2720088,Concluido,20/11/2023,08/12/2023,08/12/2023
 f0432389,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f0427443,C1323536, estadual-debido.com,2720065,Concluido,20/11/2023,08/12/2023,08/12/2023
 F9329113,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 F3877343,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f0893121,C1323536, url656.indecxmail.com,2720081,Concluido,20/11/2023,08/12/2023,08/12/2023
 f0722852,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f6208122,C1323536, gossiptoke.com,2720069,Concluido,20/11/2023,08/12/2023,08/12/2023
 f3790765,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f6321003,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f7204670,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f7204670,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f2129969,C1323536, clinicageraritz.com.br,2720056,Concluido,20/11/2023,08/12/2023,08/12/2023
 f0721090,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f0429144,C1323536, sitedocnpjmei.com,2720080,Concluido,20/11/2023,08/12/2023,08/12/2023
 f0723042,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f2255286,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f8945783,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f8700353,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f2327825,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f4624917,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f4304419,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f2386757,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f6000755,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f6000755,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f6000755,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f9213975,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f6769422,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f0720438,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f8022927,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f8074411,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f6806229,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f2252298,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f2386757,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f0743347,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f7102309,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f2756269,C1323536, duplique.app.br,2720064,Concluido,20/11/2023,08/12/2023,08/12/2023
 f9457898,C1323536, 177.153.62.190,2720039,Improcedente,20/11/2023,08/12/2023,08/12/2023
 f8527767,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f9563055,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f1713131,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f6836881,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f6172703,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f5121294,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f6002373,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f3312393,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f3803392,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f6625179,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f3296111,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f6819308,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f1921237,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f6052487,C1323536, resultados.examelis.com.br,2720078,Concluido,20/11/2023,08/12/2023,08/12/2023
 f0738989,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f0738989,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f9575510,C1323536, www.menupoke.com.br,2720090,Concluido,20/11/2023,08/12/2023,08/12/2023
 f2597794,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f4468848,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f2094478,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 F2384108,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f6240182,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f0722672,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f8351269,C1323536, www.capdiagnosticos.com.br,2720082,Concluido,20/11/2023,08/12/2023,08/12/2023
 f8351269,C1323536, www.capdiagnosticos.com.br,2720082,Concluido,20/11/2023,08/12/2023,08/12/2023
 f8351269,C1323536, www.capdiagnosticos.com.br,2720082,Concluido,20/11/2023,08/12/2023,08/12/2023
 f4461476,C1323536, www.ppimagembahia.com.br,2720091,Concluido,20/11/2023,08/12/2023,08/12/2023
 f8509121,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f2252298,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 F0534659,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f5115698,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f4613477,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f7148519,C1323536, app.abmexpay.com.br,2720053,Concluido,20/11/2023,08/12/2023,08/12/2023
 f8351259,C1323536, cursogeniusboqepi.com.br,2720057,Concluido,20/11/2023,08/12/2023,08/12/2023
 f1561219,C1323536, flashbback.identicket.com.br,2720066,Concluido,20/11/2023,08/12/2023,08/12/2023
 f6013719,C1323536, 247-it.io,2720041,Concluido,20/11/2023,08/12/2023,08/12/2023
 f8944592,C1323536, flashbback.identicket.com.br,2720066,Concluido,17/11/2023,08/12/2023,08/12/2023
 f2731997,C1323536, flashbback.identicket.com.br,2720066,Concluido,17/11/2023,08/12/2023,08/12/2023
 f7299417,C1323536, www.runningland.com.br,2720035,Concluido,17/11/2023,07/12/2023,07/12/2023
 f7299417,C1323536, www.runningland.com.br,2720035,Concluido,17/11/2023,07/12/2023,07/12/2023
 f0740836,C1323536, flashbback.identicket.com.br,2720066,Concluido,17/11/2023,08/12/2023,08/12/2023
 f3827215,C1323536, flashbback.identicket.com.br,2720066,Concluido,17/11/2023,08/12/2023,08/12/2023
 f2258807,C1323536, flashbback.identicket.com.br,2720066,Concluido,17/11/2023,08/12/2023,08/12/2023
 f8783742,C1323536, flashbback.identicket.com.br,2720066,Concluido,17/11/2023,08/12/2023,08/12/2023
 f6206476,C1323536, openeembioscience.com,2720061,Concluido,17/11/2023,08/12/2023,08/12/2023
 F2814795,C1323536, lojasdoma.com.br,2720058,Concluido,17/11/2023,08/12/2023,08/12/2023
 f0742925,C1323536, www.ourocard.com.br,2720033,Concluido,17/11/2023,07/12/2023,07/12/2023
 f1694528,C1323536, lojabb.com.br,2718592,Concluido,17/11/2023,08/12/2023,08/12/2023
 f2190316,C1323536, app.assinadordosdespachantes.com.br,2718584,Concluido,17/11/2023,07/12/2023,07/12/2023
 f3880533,C1323536, portaldipelnet.discovery.tec.br,2718595,Concluido,17/11/2023,08/12/2023,08/12/2023
 f8093579,C1323536, impar.selfcloud.com.br,2718591,Concluido,17/11/2023,07/12/2023,07/12/2023
 f3260579,C1323536, brasilexportacao.com.br,2718587,Concluido,17/11/2023,07/12/2023,07/12/2023
 f0435948,C1323536, www.yetiimoveis.com.br,2718576,Concluido,17/11/2023,07/12/2023,07/12/2023
 f1916382,C1323536, www.teatrodionisio.com,2718605,Concluido,17/11/2023,07/12/2023,07/12/2023
 f1725863,C1323536, app.assinadordosdespachantes.com.br,2718584,Concluido,17/11/2023,07/12/2023,07/12/2023
 f1725863,C1323536, app.assinadordosdespachantes.com.br,2718584,Concluido,17/11/2023,07/12/2023,07/12/2023
 f4955635,C1323536, www.encantodecoracoes.com.br,2718601,Concluido,17/11/2023,07/12/2023,07/12/2023
 f2846235,C1323536, www.distribuidorafh.com.br,2718600,Concluido,17/11/2023,08/12/2023,07/12/2023
 f6863524,C1323536, www.bydjrca.com.br,2718599,Concluido,17/11/2023,07/12/2023,07/12/2023
 f8031226,C1323536, www.bbliotecasbb.com.br,2718598,Concluido,17/11/2023,07/12/2023,07/12/2023
 f0430497,C1323536, www.chaveironovaera2000.com.br,2718575,Concluido,17/11/2023,07/12/2023,07/12/2023
 f2638908,C1323536, webagendamentoananindeua.reglus.com.br,2718597,Concluido,17/11/2023,07/12/2023,07/12/2023
 f7199498,C1323536, energiaequatorial.online,2718588,Concluido,17/11/2023,07/12/2023,07/12/2023
 f0134679,C1323536, vibets.com.br,2718574,Concluido,17/11/2023,07/12/2023,07/12/2023
 f8595599,C1323536, www.vivaimobi.com.br,2718607,Concluido,17/11/2023,07/12/2023,07/12/2023
 f2700851,C1323536, www.idagro.com.br,2718604,Concluido,17/11/2023,07/12/2023,07/12/2023
 f0743483,C1323536, temposincorporadora.com.br,2718577,Concluido,17/11/2023,07/12/2023,07/12/2023
 f9563112,C1323536, falae.experienciab2s.com,2718589,Concluido,17/11/2023,07/12/2023,07/12/2023
 f1694079,C1323536, audiopen.ai,2718586,Concluido,17/11/2023,07/12/2023,07/12/2023
 f3134801,C1323536, 144.22.159.78,2718582,Improcedente,17/11/2023,07/12/2023,07/12/2023
 f3876819,C1323536, 138.99.204.156,2718581,Improcedente,17/11/2023,07/12/2023,07/12/2023
 F8252059,C1323536, negociabrasil.com.br,2718594,Concluido,17/11/2023,07/12/2023,07/12/2023
 f5920099,C1323536, www.terrazzasaopedro.com.br,2718606,Concluido,17/11/2023,07/12/2023,07/12/2023
 f2872727,C1323536, contanely.com,2718587,Concluido,17/11/2023,07/12/2023,07/12/2023
 f8028404,C1323536, portalmercurio.com.br,2718596,Concluido,17/11/2023,07/12/2023,07/12/2023
 f2874049,C1323536, www.equatorialfaturadigital.com,2718602,Concluido,17/11/2023,07/12/2023,07/12/2023
 f6809305,C1323536, hotelcure.com.br,2718485,Concluido,17/11/2023,07/12/2023,07/12/2023
 f2788620,C1323536, clinicapison.com.br,2718487,Concluido,17/11/2023,07/12/2023,07/12/2023
 f4908878,C1323536, www.formacaopowerbi.com,2718491,Concluido,17/11/2023,07/12/2023,07/12/2023
 f3185237,C1323536, conviteonline.aabb.belem.br,2718493,Concluido,17/11/2023,07/12/2023,07/12/2023
 f9304148,C1323536, www.iatenews.com.br,2717867,Concluido,16/11/2023,07/12/2023,07/12/2023
 f2376088,C1323536, www.usceesp.org,2718498,Concluido,16/11/2023,07/12/2023,07/12/2023
 f9329404,C1323536, www.fadelsalimentos.com.br,2718499,Concluido,16/11/2023,07/12/2023,07/12/2023
 f4605629,C1323536, www.valeberggroup.com,2718503,Concluido,16/11/2023,07/12/2023,07/12/2023
 f4605629,C1323536, www.valeberggroup.com,2718503,Concluido,16/11/2023,07/12/2023,07/12/2023
 f2456758,C1323536, www.cribus.com.br,2718507,Concluido,16/11/2023,07/12/2023,07/12/2023
 f2332202,C1323536, www.panconsorcios.com.br,2718508,Concluido,16/11/2023,07/12/2023,07/12/2023
 f6240173,C1323536, cfamsolucoes.com.br,2718509,Concluido,16/11/2023,07/12/2023,07/12/2023
 f3238571,C1323536, universosat.net.br,2718512,Concluido,16/11/2023,07/12/2023,07/12/2023
 f3152375,C1323536, pj.appbb.online,2717780,Concluido,16/11/2023,07/12/2023,07/12/2023
 f2901048,C1323536, lithoplant.com.br,2718514,Concluido,16/11/2023,07/12/2023,07/12/2023
 f2788620,C1323536, clinicapison.com.br,2718487,Concluido,16/11/2023,07/12/2023,07/12/2023
 F0440649,C1323536, quinoabrindes.com.br,2718518,Concluido,16/11/2023,07/12/2023,07/12/2023
 f6163329,C1323536, nexus710.com.br,2718520,Concluido,16/11/2023,07/12/2023,07/12/2023
 f2258374,C1323536, www.ativosa.com.br,2718522,Concluido,16/11/2023,07/12/2023,07/12/2023
 f5958734,C1323536, promocaoequatorial.shop,2718525,Concluido,16/11/2023,07/12/2023,07/12/2023
 f6793726,C1323536, www.diemp.com,2718526,Concluido,16/11/2023,07/12/2023,07/12/2023
 f2754697,C1323536, c99company.com.br,2718527,Concluido,16/11/2023,07/12/2023,07/12/2023
 f8700353,C1323536, pj.appbb.online,2717780,Concluido,16/11/2023,07/12/2023,07/12/2023
 F3859788,C1323536, jetcommercebrasil.com.br,2718536,Concluido,16/11/2023,07/12/2023,07/12/2023
 f3859353,C1323536, www.mobmotos.com.br,2718539,Concluido,16/11/2023,07/12/2023,07/12/2023
 f8938975,C1323536, contato.plus,2718541,Concluido,16/11/2023,07/12/2023,07/12/2023
 f2327815,C1323536, desenrolabrasil.com.br,2718545,Concluido,16/11/2023,07/12/2023,07/12/2023
 f2327815,C1323536, desenrolabrasil.com.br,2718545,Concluido,16/11/2023,07/12/2023,07/12/2023
 f3740336,C1323536, santacatarinacomcriancas.com.br,2718546,Concluido,16/11/2023,07/12/2023,07/12/2023
 f2354679,C1323536, macapaprev.com.br,2718556,Concluido,16/11/2023,07/12/2023,07/12/2023
 f2354679,C1323536, macapaprev.com.br,2718556,Concluido,16/11/2023,07/12/2023,07/12/2023
 f2788486,C1323536, www.bemdasorte.com.br,2718557,Concluido,16/11/2023,07/12/2023,07/12/2023
 F0738707,C1323536, python-charts.com,2718560,Concluido,16/11/2023,07/12/2023,07/12/2023
 f2054209,C1323536, www.licitasalto.com.br,2718563,Concluido,16/11/2023,07/12/2023,07/12/2023
 f2054209,C1323536, editaisnet.com.br,2718564,Concluido,16/11/2023,07/12/2023,07/12/2023
 f7837219,C1323536, pj.appbb.online,2717780,Concluido,16/11/2023,07/12/2023,07/12/2023
 f9562911,C1323536, pj.appbb.online,2717780,Concluido,16/11/2023,07/12/2023,07/12/2023
 f7461659,C1323536, www.scansione.com.br,2717783,Concluido,16/11/2023,07/12/2023,07/12/2023
 f3335993,C1323536, dintecsistemas.com.br,2717784,Concluido,16/11/2023,07/12/2023,07/12/2023
 F9128191,C1323536, cursostopfire.com.br,2717790,Concluido,16/11/2023,07/12/2023,07/12/2023
 f1910986,C1323536, www.sisfol.com.br,2717791,Concluido,16/11/2023,07/12/2023,07/12/2023
 f6852041,C1330973, www.brasilprev.com,#2717695,Concluido,16/11/2023,16/11/2023,16/11/2023
 f8944867,C1323536, precodasojahoje.com,2717797,Concluido,16/11/2023,07/12/2023,07/12/2023
 f3856695,C1323536, portaldarede.com.br,2717811,Concluido,16/11/2023,07/12/2023,07/12/2023
 f2315508,C1323536, samsung.servicebrasil.center,2717830,Concluido,16/11/2023,07/12/2023,07/12/2023
 f5583939,C1323536, ufvadvogados.com,2717831,Concluido,16/11/2023,07/12/2023,07/12/2023
 f2440519,C1323536, correrbrasilia.com.br,2717833,Concluido,16/11/2023,08/12/2023,08/12/2023
 f0429776,C1323536, hhemo-es.com.br,2717834,Concluido,16/11/2023,07/12/2023,07/12/2023
 f2753979,C1323536, leiloescarstensc.com,2717836,Concluido,16/11/2023,07/12/2023,07/12/2023
 f2999019,C1323536, www.versatilimoveisdfeentornosul.com,2717840,Concluido,16/11/2023,07/12/2023,07/12/2023
 f9817953,C1323536, www.soundshoes.com.br,2717841,Concluido,16/11/2023,07/12/2023,07/12/2023
 F9811229,C1323536, pmipiacu.groupbrm.com.br,2717844,Concluido,16/11/2023,07/12/2023,07/12/2023
 f8299094,C1323536, 45.238.210.242,2717847,Improcedente,16/11/2023,07/12/2023,07/12/2023
 f6768806,C1323536, birralibreaguasclaras.com.br,2717849,Concluido,16/11/2023,07/12/2023,07/12/2023
 f2086879,C1323536, openclickmais.net,2717851,Concluido,16/11/2023,07/12/2023,07/12/2023
 f5955393,C1323536, www.inovemaisbeneficios.com.br,2717853,Concluido,16/11/2023,07/12/2023,07/12/2023
 f1548219,C1323536, growengenharia.com.br,2717856,Concluido,16/11/2023,07/12/2023,07/12/2023
 f6768806,C1323536, grupohalo.com.br,2717858,Concluido,16/11/2023,07/12/2023,07/12/2023
 f3944529,C1323536, redirpositivocliente.com,2717859,Concluido,16/11/2023,07/12/2023,07/12/2023
 f9309931,C1323536, www.ozoneacademy.com.br,2717862,Concluido,14/11/2023,07/12/2023,07/12/2023
 f8762259,C1323536, www.webnota.net.br,2717865,Concluido,14/11/2023,07/12/2023,07/12/2023
 f6289614,C1323536, www.reinaldohenrique.com.br,2717866,Concluido,14/11/2023,07/12/2023,07/12/2023
 f9304148,C1323536, www.iatenews.com.br,2717867,Concluido,14/11/2023,07/12/2023,07/12/2023
 f9440819,C1323536, amagrilmaquinas.com.br,2717869,Concluido,14/11/2023,07/12/2023,07/12/2023
 f6322988,C1323536, www.lojarheem.com.br,2717870,Concluido,14/11/2023,07/12/2023,07/12/2023
 f2063738,C1323536, www.aceletrica.com,2717871,Concluido,14/11/2023,07/12/2023,07/12/2023
 f7109799,C1323536, 186.209.104.139,2717872,Improcedente,14/11/2023,07/12/2023,07/12/2023
