Solicitante,Operador Responsável,URL,Ticket,Status,Data da solicitação,Abertura McAfee,Conclusão
 f0436758,, www.perfuramax.com.br,,Solicitado,15/01/2024,,
 f6065902,, toeictestes.com.br,,Solicitado,15/01/2024,,
 F6322846,, www.regextranslator.com,,Solicitado,15/01/2024,,
 F1806399,, www.betelenergiasolar.com.br,,Solicitado,15/01/2024,,
 f6179316,, azevedocloud.balancopadrao.com.br,,Solicitado,15/01/2024,,
 f6002136,, www.sacressolucoes.com.br,,Solicitado,15/01/2024,,
 f8186624,, agrospy.com.br,,Solicitado,15/01/2024,,
 f2222211,, www.sesibahia.com.br,,Solicitado,15/01/2024,,
 f6179316,, azevedocloud.balancopadrao.com.br,,Solicitado,15/01/2024,,
 f6179316,, azevedocloud.balancopadrao.com.br,,Solicitado,15/01/2024,,
 F8367129,C1297691, agrojax.com.br,122785,Em andamento,12/01/2024,13/01/2024,
 F3540554,C1297691, sanchesebrunoadvogados.com.br,2741909,Em andamento,12/01/2024,13/01/2024,
 f8549169,C1297691, visionsecuritizadora.com,2741912,Em andamento,12/01/2024,13/01/2024,
 f6792074,C1297691, siipe.com.br,2741913,Em andamento,12/01/2024,13/01/2024,
 f8437292,C1297691, www.tracbelagro.com.br,2741914,Em andamento,12/01/2024,13/01/2024,
 f0036459,C1297691, frechaltore.com.br,2741916,Em andamento,12/01/2024,13/01/2024,
 f0036459,C1297691, frechaltore.com.br,2741916,Em andamento,12/01/2024,13/01/2024,
 f7509957,C1297691, clinicadrmarfil.com.br,2741915,Em andamento,12/01/2024,13/01/2024,
 f0036459,C1297691, frechaltore.com.br,2741916,Em andamento,12/01/2024,13/01/2024,
 f6325257,C1297691, hml.bbuniversitarios.com.br,2741918,Em andamento,12/01/2024,13/01/2024,
 f9140329,C1338930, www.megcombustiveis.com.br,2741920,Concluido,12/01/2024,13/01/2024,13/01/2024
 f1832581,C1338930, www.inventormiguel.com,2741788,Concluido,12/01/2024,12/01/2024,12/01/2024
 F3233927,C1338930, valorizefonoaudiologia.com.br,2741921,Concluido,12/01/2024,12/01/2024,12/01/2024
 f6868276,C1338930, dpvat2022.com.br,2741788,Concluido,12/01/2024,12/01/2024,12/01/2024
 f7263719,C1338930, www.aheadempresarial.com.br,2741788,Concluido,12/01/2024,12/01/2024,12/01/2024
 f1715714,C1338930, www.medicalcenterdiagnostico.com.br,2741788,Concluido,12/01/2024,12/01/2024,12/01/2024
 f9818561,C1338930, www.assistjud.com.br,2741788,Concluido,12/01/2024,12/01/2024,12/01/2024
 f6998793,C1338930, www.applausijundiai.com.br,2741788,Concluido,12/01/2024,12/01/2024,12/01/2024
 f1832581,C1338930, www.databoi.io,2741788,Concluido,12/01/2024,12/01/2024,12/01/2024
 f1832581,C1338930, www.inventormiguel.com,2741788,Concluido,12/01/2024,12/01/2024,12/01/2024
 f2190994,C1338930, pop-company.com.ar,2741788,Concluido,12/01/2024,12/01/2024,12/01/2024
 f2190994,C1338930, pop-company.com.ar,2741788,Concluido,12/01/2024,12/01/2024,12/01/2024
 f8713728,C1338930, detransc.licenciamento.one,2741788,Concluido,12/01/2024,12/01/2024,12/01/2024
 f6750897,C1338930, www.agroeasy.agr.br,2741788,Concluido,12/01/2024,12/01/2024,12/01/2024
 F7021990,C1338930, 0.0.0.0,,Improcedente,12/01/2024,,12/01/2024
 f6791802,C1338930, geralmotor.com.br,2741788,Concluido,12/01/2024,12/01/2024,12/01/2024
 f0427443,C1338930, resgate-brasil.website,2741700,Concluido,12/01/2024,12/01/2024,12/01/2024
 f6263632,C1338930, www.adoqassessoria.com.br,2741700,Concluido,12/01/2024,12/01/2024,12/01/2024
 f6263632,C1338930, www.adoqassessoria.com.br,2741700,Concluido,12/01/2024,12/01/2024,12/01/2024
 F6635135,C1338930, andradesolucoesfinanceiras.com.br,2741700,Concluido,12/01/2024,12/01/2024,12/01/2024
 f3548914,C1338930, vp.mercatus.net.br,2741700,Concluido,12/01/2024,12/01/2024,12/01/2024
 f6839473,C1338930, www.cachacapremissa.com.br,2741700,Concluido,12/01/2024,12/01/2024,12/01/2024
 f7255477,C1338930, chatwoot.falecom.cloud,2741700,Concluido,12/01/2024,12/01/2024,12/01/2024
 f7255477,C1338930, chatwoot.falecom.cloud,2741700,Concluido,12/01/2024,12/01/2024,12/01/2024
 F3288588,C1338930, locadorameucarro.com.br,2741700,Concluido,12/01/2024,12/01/2024,12/01/2024
 C1286445,C1338930, 192.0.2.123,2741700,Improcedente,12/01/2024,,12/01/2024
 f6520086,C1275547, www.novaaerofarma.com.br,2741329,Concluido,11/01/2024,12/01/2024,14/01/2024
 f5559059,C1275547, docxpert.com.br,2741329,Concluido,11/01/2024,12/01/2024,14/01/2024
 f2598817,C1275547, www.google.com,2741329,Concluido,11/01/2024,12/01/2024,14/01/2024
 f6401898,C1338930, www.lagoanortechevrolet.com.br,2741266,Concluido,11/01/2024,11/01/2024,12/01/2024
 f2434568,C1338930, diariooficialnoticias.com.br,2741266,Concluido,11/01/2024,11/01/2024,12/01/2024
 f5948389,C1338930, portaltocanews.com.br,2741266,Concluido,11/01/2024,11/01/2024,12/01/2024
 f7299417,C1338930, www.parceirosabasteceai.com.br,2741266,Concluido,11/01/2024,11/01/2024,12/01/2024
 f0743598,C1338930, www.comunitia.com,2741266,Concluido,11/01/2024,11/01/2024,12/01/2024
 f0427865,C1338930, www.grupoagregue.com,2741266,Concluido,11/01/2024,11/01/2024,12/01/2024
 F9272126,C1338930, brplusseguros.com.br,2741266,Concluido,11/01/2024,11/01/2024,12/01/2024
 f2896597,C1338930, www.girottomultimarcas.com.br,2741266,Concluido,11/01/2024,11/01/2024,12/01/2024
 f3163601,C1338930, pansieriadvogados.com.br,2741266,Concluido,11/01/2024,11/01/2024,12/01/2024
 f2255286,C1338930, djtechnews.in,2741266,Concluido,11/01/2024,11/01/2024,12/01/2024
 f3262659,C1338930, www.agrify.com.br,2741266,Concluido,11/01/2024,11/01/2024,12/01/2024
 f5123519,C1338930, moisesautomoveisrs.com.br,2741266,Concluido,11/01/2024,11/01/2024,12/01/2024
 f6878543,C1338930, hannahventures.com.br,2741266,Concluido,11/01/2024,11/01/2024,12/01/2024
 f1766199,C1338930, www.lcmeletro.com.br,2741266,Concluido,11/01/2024,11/01/2024,12/01/2024
 F9441038,C1338930, www.ortonobre.com.br,2741168,Concluido,11/01/2024,11/01/2024,12/01/2024
 f7105739,C1338930, solicitar.atecnocasa.com,2741168,Concluido,11/01/2024,11/01/2024,12/01/2024
 f8440992,C1338930, detranrj-ipva-e-licenciamento-2024.acesio.one,2741168,Concluido,11/01/2024,11/01/2024,12/01/2024
 f0723038,C1338930, vendaautomoveis.org,2741168,Concluido,11/01/2024,11/01/2024,12/01/2024
 F9290454,C1338930, vds.voalle.app,2741168,Concluido,11/01/2024,11/01/2024,12/01/2024
 f4539226,C1338930, gerenciadorbbpj.buyhq.online,2741168,Concluido,11/01/2024,11/01/2024,12/01/2024
 f9307147,C1338930, detranpr.licenciamentoipva.one,2741168,Concluido,11/01/2024,11/01/2024,12/01/2024
 F4117767,C1338930, ssh-server-vm.santaworkshopgeeseislands.org,2741168,Concluido,11/01/2024,11/01/2024,12/01/2024
 f7105739,C1338930, www.gsantoexpedito.com.br,2741168,Concluido,11/01/2024,11/01/2024,12/01/2024
 f7105739,C1338930, www.gsantoexpedito.com.br,2741168,Concluido,11/01/2024,11/01/2024,12/01/2024
 f7656138,C1338930, vivacairu.com.br,2741168,Concluido,11/01/2024,11/01/2024,12/01/2024
 f4853829,C1338930, setimoregistrocivil.com.br,2741168,Concluido,11/01/2024,11/01/2024,12/01/2024
 f1706918,C1338930, 45.179.174.194,2741047,Concluido,11/01/2024,11/01/2024,11/01/2024
 f0048359,C1338930, detranpr.licenciamentoipva.one,2741168,Concluido,11/01/2024,11/01/2024,12/01/2024
 f0436753,C1338930, gerenciadorbbpj.buyhq.online,2741168,Concluido,11/01/2024,11/01/2024,12/01/2024
 f0436753,C1338930, gerenciadorbbpj.buyhq.online,2741168,Concluido,11/01/2024,11/01/2024,12/01/2024
 F8367758,C1338930, www.kleiberjrleiloes.com.br,2741036,Concluido,11/01/2024,11/01/2024,11/01/2024
 f4096217,C1338930, detranpr.licenciamentoipva.one,2741168,Concluido,11/01/2024,11/01/2024,12/01/2024
 f2191112,C1338930, www.coelhoimoveiscp.com.br,2741036,Concluido,11/01/2024,11/01/2024,11/01/2024
 f6206430,C1338930, msamigosparasempre.com.br,2741036,Concluido,11/01/2024,11/01/2024,11/01/2024
 f3786909,C1338930, www.montecristoagronegocios.com.br,2741036,Concluido,11/01/2024,11/01/2024,11/01/2024
 f8504717,C1338930, www.bulltechdiesel.com.br,2741036,Concluido,11/01/2024,11/01/2024,11/01/2024
 f3160185,C1338930, 137.184.81.68,2741047,Concluido,10/01/2024,11/01/2024,11/01/2024
 f3160185,C1338930, 137.184.81.68,2741047,Concluido,10/01/2024,11/01/2024,11/01/2024
 f6187138,C1338930, ducarlito.com.br,2741036,Concluido,10/01/2024,11/01/2024,11/01/2024
 f9206769,C1338930, www.seusaldoresgate.online,2741036,Concluido,10/01/2024,11/01/2024,11/01/2024
 f6883777,C1338930, conwert.com.br,2741036,Concluido,10/01/2024,11/01/2024,11/01/2024
 f8596008,C1338930, 31.120.2.174,2741047,Concluido,10/01/2024,11/01/2024,11/01/2024
 f8596008,C1338930, 31.120.2.174,2741047,Concluido,10/01/2024,11/01/2024,11/01/2024
 f3826549,C1338930, detranpr.licenciamentoipva.one,2741168,Concluido,10/01/2024,11/01/2024,12/01/2024
 F1385459,C1338930, www.transvepar.com.br,2741036,Concluido,10/01/2024,11/01/2024,11/01/2024
 f3244668,C1338930, 189.14.94.30,2741047,Concluido,10/01/2024,11/01/2024,11/01/2024
 f8907731,C1338930, www.themaineproducoes.com.br,2741036,Concluido,10/01/2024,11/01/2024,11/01/2024
 F9272126,C1338930, lenagro.com.tr,2741036,Concluido,10/01/2024,11/01/2024,11/01/2024
 f6365427,C1338930, bemvindo.detrars.online,2741036,Concluido,10/01/2024,11/01/2024,11/01/2024
 f6848034,C1320231, www.samtributario.com.br,2740973,Em andamento,10/01/2024,11/01/2024,
 f8596008,C1338930, 2oficiopetropolis.com.br,2741036,Concluido,10/01/2024,11/01/2024,11/01/2024
 f2844252,C1338930, oikosgestao.com.br,2741036,Concluido,10/01/2024,11/01/2024,11/01/2024
 f0738758,C1338930, www.primess.com.br,2741036,Concluido,10/01/2024,11/01/2024,11/01/2024
 F6772705,C1338930, www.seusaldoresgate.online,2741036,Concluido,10/01/2024,11/01/2024,11/01/2024
 f2255312,C1338930, gruposponchiado.com.br,2741036,Concluido,10/01/2024,11/01/2024,11/01/2024
 f0169449,C1338930, 191.36.174.25,2741047,Concluido,10/01/2024,11/01/2024,11/01/2024
 f2256931,C1338930, segundaviacohabmg.elogica.app.br,2741036,Concluido,10/01/2024,11/01/2024,11/01/2024
 f8788626,C1338930, posfacuminasead.com.br,2741036,Concluido,10/01/2024,11/01/2024,11/01/2024
 f0712509,C1338930, rezendesolar.com.br,2741036,Concluido,10/01/2024,11/01/2024,11/01/2024
 f6001707,C1338930, segundaviacohabmg.elogica.app.br,2741036,Concluido,10/01/2024,11/01/2024,11/01/2024
 f2152119,C1338930, 42.170.0.218,2741047,Concluido,10/01/2024,11/01/2024,11/01/2024
 f2384719,C1320231, www.samtributario.com.br,2740973,Em andamento,10/01/2024,11/01/2024,
 f8350596,C1320231, www.alochapada.com.br,2740974,Em andamento,10/01/2024,11/01/2024,
 f8020636,C1320231, gereciador-financeiro-bb.com,2740975,Em andamento,10/01/2024,11/01/2024,
 F4117767,C1320231, lockdecode.com,2740976,Em andamento,10/01/2024,11/01/2024,
 f9562963,C1320231, orthosmed.com.br,2740977,Em andamento,10/01/2024,11/01/2024,
 f9562963,C1320231, orthosmed.com.br,2740977,Em andamento,10/01/2024,11/01/2024,
 f2243639,C1338930, www.ecconsig.com.br,2741036,Concluido,10/01/2024,11/01/2024,11/01/2024
 f2243639,C1338930, ecconsig.com.br,2741036,Concluido,10/01/2024,11/01/2024,11/01/2024
 f6264473,C1338930, www.laboratoriobiolabor.com.br,2741036,Concluido,10/01/2024,11/01/2024,11/01/2024
 f3154678,C1338930, minhaacesse.net.br,2741036,Concluido,10/01/2024,11/01/2024,11/01/2024
 f6173321,C1338930, velopix.com.br,2741036,Concluido,10/01/2024,11/01/2024,11/01/2024
 f6173321,C1338930, velopix.com.br,2741036,Concluido,10/01/2024,11/01/2024,11/01/2024
 f7575119,C1320231, api.gestartapp.com.br,2740966,Em andamento,10/01/2024,11/01/2024,
 F2037889,C1320231, sharepointpowerpopups.com,2740967,Em andamento,10/01/2024,11/01/2024,
 f3135243,C1320231, www.xenxen.com.br,2740970,Em andamento,10/01/2024,11/01/2024,
 f7255477,C1327691, cliente.whatsticketbrasil.com,2740407,Concluido,10/01/2024,10/01/2024,11/01/2024
 f7255477,C1327691, cliente.whatsticketbrasil.com,2740407,Concluido,10/01/2024,10/01/2024,11/01/2024
 f3191301,C1327691, www.clinicaluzbsb.com.br,2740405,Concluido,10/01/2024,10/01/2024,11/01/2024
 f1832581,C1327691, udufin.com,2740404,Concluido,10/01/2024,10/01/2024,11/01/2024
 F6068767,C1275547, topconsulta.com.br,2740108,Concluido,09/01/2024,10/01/2024,12/01/2024
 f2190916,C1275547, signer.assinadorsfa.com.br,2740108,Concluido,09/01/2024,10/01/2024,12/01/2024
 f5120877,C1275547, servicosgru.promultonline.com.br,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f7168779,C1275547, www.lindoai.com,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f8021619,C1275547, peakassessoria.com,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 F0888214,C1275547, duartecorretoresimoveis.com.br,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f6324003,C1275547, www.fundacaocasulo.com.br,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 F9499281,C1275547, speedconsult.com.br,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f9209379,C1275547, dom.gestor-dom.com.br,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f9307544,C1275547, cepmgnestorioribeiro.com.br,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f6003238,C1275547, www.nossaaipe.com.br,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f2759554,C1275547, aepremerj.com.br,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f2759554,C1275547, aepremerj.com.br,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f3165514,C1275547, anorprev.com.br,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f6321011,C1275547, anorprev.com.br,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f1922619,C1275547, escada.pe.portaldeservicos.app,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f6320954,C1275547, anac-geac.link,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f6320954,C1275547, anac-geac.link,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f4443058,C1275547, www.metalmormetais.com.br,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f0723038,C1275547, 45.71.167.55,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f4955633,C1275547, tecjurseg.com.br,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f8528356,C1275547, tmalog.com.br,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f2258791,C1275547, facfama.eunanuvem.com.br,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f1194696,C1275547, cliente.carbankbrasil.com.br,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f1725769,C1275547, pwes.com.br,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f2180019,C1275547, www.sagrado-uniforme-escolar.com.br,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f3164714,C1275547, www.mplagro.com.br,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f3164714,C1275547, www.mplagro.com.br,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 F6999405,C1275547, atrgestao.com,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 F6999405,C1275547, atrgestao.com,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f2180019,C1275547, www.sagrado-uniforme-escolar.com.br,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f8567980,C1275547, selodigitaltjspjus.com,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f9206579,C1275547, magify.design,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f3545436,C1275547, mcaptcha.org,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f3864474,C1275547, conceitoconsultoriabanc.com.br,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f0502059,C1275547, www.ondeinvestir.live,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f2965026,C1275547, www.magify.design,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 F9457771,C1275547, www.mundookids.com.br,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 C1329828,C1275547, unitedondemand.com.br,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 F9540347,C1275547, www.manipulatearts.co.uk,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f8633679,C1275547, zacindustria.com.br,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f2722972,C1275547, intranet.foguete4ri.com.br,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f2722972,C1275547, intranet.foguete4ri.com.br,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f9796195,C1275547, clariens.com.br,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f8221758,C1275547, i5capital.com.br,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f6174017,C1275547, fortvale.com.br,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f3545436,C1275547, altcha.org,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f3545436,C1275547, altcha.org,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f3545436,C1275547, altcha.org,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f3545436,C1275547, mcaptcha.org,2740108,Concluido,09/01/2024,10/01/2024,11/01/2024
 f3251507,C1275547, congressogeralamb.com.br,2740108,Concluido,08/01/2024,10/01/2024,11/01/2024
 f9540649,C1275547, livrospraler.com,2740108,Concluido,08/01/2024,10/01/2024,11/01/2024
 f7072883,C1275547, www.f2frutas.com.br,2740108,Concluido,08/01/2024,10/01/2024,11/01/2024
 f9094777,C1275547, www.audazgruposgeradores.com.br,2740108,Concluido,08/01/2024,10/01/2024,11/01/2024
 F9519998,C1275547, www.ufc-concursos.com.br,2740108,Concluido,08/01/2024,10/01/2024,11/01/2024
 F8341759,C1275547, pavirada.net,2740108,Concluido,08/01/2024,10/01/2024,11/01/2024
 f0442839,C1275547, www.magify.design,2740108,Concluido,08/01/2024,10/01/2024,11/01/2024
 f8625414,C1275547, godoy.lojavirtuolpro.com,2740108,Concluido,08/01/2024,10/01/2024,11/01/2024
 f7252543,C1275547, acalculadora.com.br,2740108,Concluido,08/01/2024,10/01/2024,11/01/2024
 f6787096,C1275547, arqbrasilia.site,2740108,Concluido,08/01/2024,10/01/2024,11/01/2024
 f3185208,C1275547, 89rockboat.com.br,2740108,Concluido,08/01/2024,10/01/2024,11/01/2024
 f6421310,C1275547, telhasanduichecuritiba.com.br,2740108,Concluido,08/01/2024,10/01/2024,11/01/2024
 f4578979,C1275547, ixc.voe.net.br,2740108,Concluido,08/01/2024,10/01/2024,11/01/2024
 f8527953,C1275547, www.hospitalcgama.com.br,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 f8527953,C1275547, www.hospitalcgama.com.br,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 f8527953,C1275547, www.hospitalcgama.com.br,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 f0723634,C1275547, grupocorseg.com.br,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 f8116079,C1275547, homemturbinado.site,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 f3280898,C1275547, tudoapostilas.com.br,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 F8412527,C1275547, sumadi.link,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 F8412527,C1275547, sumadi.link,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 F8412527,C1275547, sumadi.link,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 f6770467,C1275547, www.cnacionalhiphop.com.br,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 f4715797,C1275547, www.ledambiental.com.br,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 f4715797,C1275547, www.ledambiental.com.br,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 f6806112,C1275547, www.ledambiental.com.br,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 f3850779,C1275547, serraled.com.br,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 F8412527,C1275547, sumadi.link,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 f3189189,C1275547, ultracheese.com.br,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 f3565913,C1275547, www.luanacasapark.com,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 f3158398,C1275547, www.unicollege.com.br,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 F4961859,C1275547, galilai.com.br,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 f4619432,C1275547, empreendimento.nocaminhodapraia.com.br,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 f8135148,C1275547, www.atrioimoveispc.com.br,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 F7022877,C1275547, www.wosionline.bolteletricos.wosi7.com.br,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 f0313121,C1275547, juridicamente.info,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 f8528123,C1275547, modernmulher.com.br,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 f3548287,C1275547, matheusconte.com.br,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 f6953189,C1275547, www.pargosclubdobrasiloficial.com.br,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 f4407879,C1275547, www.montesanto.com.br,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 f0641677,C1275547, equatorialenergia2.com,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 f3799218,C1275547, topconsulta.com.br,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 f9540148,C1275547, www.didaticosdaescola.com.br,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 f1832539,C1275547, meueneagrama.com.br,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 f1923126,C1275547, guimaraesjrimoveis.com.br,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 f9540877,C1275547, hjacobimoveis.com.br,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 f1923126,C1275547, guimaraesjrimoveis.com.br,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 f6629378,C1275547, 45.188.116.170,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 f6331599,C1275547, clickpromo.crmesys.com.br,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 F6770279,C1338930, 0.0.0.0,,Improcedente,08/01/2024,,12/01/2024
 f3152412,C1275547, swcompras.com.br,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 f7407419,C1275547, gencoenergia.com.br,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 f3298339,C1275547, 706.cafe,2740108,Concluido,08/01/2024,10/01/2024,12/01/2024
 f8595677,C1275547, www.lichiasbritchis.com.br,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 f8247378,C1275547, www.astella.com.br,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 f6633222,C1275547, www.atlengenharia.com,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 f6065958,C1275547, www.mdc-ma.com.br,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 f2740504,C1275547, www.altruistavinhos.com.br,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 f9307130,C1275547, animalog.psn.com.br,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 f6078458,C1275547, deolhonomaterialescolar.com.br,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 F4068248,C1275547, weconconsorcios.com.br,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 f8629028,C1275547, carlinadvogados.com.br,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 f0268445,C1275547, sistemacicom.com.br,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 F8437435,C1275547, gptongoogle.com,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 f9213824,C1275547, emaildoinss.com.br,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 f2095178,C1275547, link.conta.ativopay.com,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 f2510180,C1275547, appslucrativoss.com,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 f0743202,C1275547, mpold.ewgwjpw.com,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 f0307999,C1275547, www.eccusinformatica.com.br,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 f4560851,C1275547, marcusreisadvocacia.com.br,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 f0307999,C1275547, www.eccusinformatica.com.br,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 f2006599,C1275547, www.msmfo.com.br,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 f6633035,C1275547, www.institutosemdor.com.br,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 f0102449,C1275547, protocolotransito.com.br,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 f4502298,C1275547, rogerlopesadvocacia.com.br,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 f6339958,C1275547, www.tintasecores.net.br,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 f9532559,C1275547, www.salvadorcambio.com.br,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 f6875118,C1275547, www.blogbb.com.br,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 F8468425,C1275547, signer.assinadorsfa.com.br,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 F8468425,C1275547, signer.assinadorsfa.com.br,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 F8468425,C1275547, signer.assinadorsfa.com.br,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 F4560836,C1275547, neoenergia.agendamento.ai,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 F9329192,C1275547, jucurutuprevi.com.br,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 F6065802,C1275547, pmipecaeta.doctransparenciaoficialba.com.br,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 F2549128,C1275547, www.pilototelecom.com.br,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 F6816906,C1275547, 3oficiocuiaba.com.br,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 f1989458,C1275547, jaimob.com.br,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
 f3090399,C1275547, 45.163.26.66,2740108,Concluido,05/01/2024,10/01/2024,12/01/2024
